,Item,Brand,Usage,Gender,Model,Size,Sale_Until,Prize
5468,Shoes,Retrofit,Almost New,Men,RETROFIT Biagio Nonis-Alfonsi,43,4,16.269623801987827
10996,Shoes,Motherhood Maternity,New,Women,Motherhood Lolita Morucci,39,4,12.115299856153127
5472,Shoes,Hot Topic,New,Men,RUDE Antonio Jovinelli-Mimun,42,4,15.750050023803489
22736,Shoes,Becca by Rebecca Virtue,Almost New,Women,Becca Santino Soranzo,43,4,23.751900166645648
8229,Shoes,Bullhead,Used,Men,Bullhead Rembrandt Camiscione,43,4,25.23149999137968
22729,Shoes,Becca by Rebecca Virtue,New,Women,Becca Manuel Guinizzelli,45,4,33.196800196543336
2170,Shoes,Jerzees,Very Used,Men,Jerzees Dott. Temistocle Tosi,37,4,8.754479979593754
8227,Shoes,Bullhead,Almost New,Men,Bullhead Pierluigi Taliani-Romagnoli,40,4,24.898499932140112
5718,Shoes,UltraClub,Almost New,Men,Ultraclub Guido Tomaselli-Cuomo,37,4,22.380965559758017
22513,Shoes,Van Heusen,New,Men,Van Isa Brancaccio,37,4,17.400200027972453
22712,Shoes,Barracuda,Very Used,Men,Barracuda Adelmo Antonelli,42,4,17.784000055491926
8217,Shoes,Buffalo by David Bitton,Used,Men,Buffalo Valentina Peruzzi,42,4,55.04939984679222
24466,Shoes,Alternative,Very Used,Women,Alternative Sig. Ricciotti Rosiello,37,4,26.49359992593527
11080,Shoes,Prego,Almost New,Women,Prego Lina Tamborini,45,4,31.608000093139708
20305,Shoes,Adidas,Used,Men,Allegra Luisa Giorgetti-Fiorucci,39,4,8.28172829967302
24225,Shoes,Vitamin A,New,Women,Vitamin Lidia Grifeo,39,4,34.05600010380148
22687,Shoes,American Apparel,Used,Men,American Sig.ra Elvira Andreozzi,39,4,21.318000074476004
24228,Shoes,ViX,Used,Women,Vix Amedeo Garibaldi-Falloppio,42,4,37.14480004012585
20660,Shoes,Marc Ecko Cut & Sew,New,Men,Marc Lamberto Curatoli,44,4,37.0555297423183
8329,Shoes,Cinch,Very Used,Men,Cinch Jolanda Rossi,41,4,23.66185587436472
24264,Shoes,Puma,Used,Men,Volcom Sig. Pasqual Guariento,42,4,25.571700042486192
11153,Shoes,Three Seasons Maternity,New,Women,Three Iolanda Bernardini,39,4,12.02397927254802
3765,Shoes,Jessica Howard,New,Women,Jessica Dina Polani-Ortese,37,4,39.146084126789084
25536,Shoes,Nike,Almost New,Men,Nike Marta Vergerio,40,4,15.869208339935492
20347,Shoes,Arc'teryx,New,Men,Arc'teryx Achille Morricone,38,4,77.72940006405113
3762,Shoes,Jessica Howard,Used,Women,Jessica Graziella Caccioppoli,41,4,58.02499977871776
3782,Shoes,Jessica Simpson,New,Women,Jessica Barbara Farinelli,37,4,58.60799993053079
2172,Shoes,Jerzees,Almost New,Women,Jerzees Valentina Petruzzi-Dandolo,37,4,4.08498293047399
18344,Shoes,Vera Want,New,Women,Simply Sig.ra Milena Amato,38,4,24.41880006361752
24240,Shoes,Puma,Almost New,Women,Volcom Giosuè Vattimo,40,4,33.353458982405776
11195,Shoes,likemary,Very Used,Women,Wide Mariana Ferrante,39,4,12.615000042133031
22760,Shoes,Billabong,Used,Men,Billabong Filippo Scarponi,41,4,27.793710520017303
2182,Shoes,KingSize,New,Men,KingSize Priscilla Bulzoni-Ferrara,44,4,17.791124510765076
8673,Shoes,Jessica Simpson,New,Women,Jessica Giulietta Rienzo,44,4,29.594399944040926
8770,Shoes,Jones New York,Used,Women,Jones Dott. Francesca Sandi,40,4,38.6882999314461
11137,Shoes,Sweet Mommy,Almost New,Women,Sweet Nina Malipiero-Falloppio,40,4,37.92600013799966
8463,Shoes,Diesel,Almost New,Men,Diesel Sig.ra Clelia Semitecolo,40,4,78.46078349679348
18394,Shoes,STATE O MAINE,Used,Men,State Gian Chindamo,41,4,8.780624972423539
8188,Shoes,Avenue,New,Women,Avenue Ida Zabarella-Briccialdi,42,4,25.8551999380812
11019,Shoes,Motherhood Maternity,New,Women,Motherhood Luisa Sandi,39,4,15.036067857323186
11013,Shoes,Motherhood Maternity,New,Women,Motherhood Graziano Cavanna,43,4,19.81408789323521
20460,Shoes,King Formal Wear,Very Used,Men,Classy Chiara Detti,45,4,8.729632866707732
20822,Shoes,Paul Fredrick,Used,Men,Paul Sylvia Mannoia,44,4,92.62899964675309
23158,Shoes,Joe Snyder,New,Men,Joe Leone Pasqua-Carducci,41,4,14.89590004272759
18441,Shoes,Sweet,Almost New,Women,Sweet Ilaria Bertoli,43,4,17.54500000737608
3446,Shoes,Adidas,Used,Women,Allegra Ricciotti Maccanelli,37,4,4.82866190027158
18442,Shoes,Sweet,Used,Women,Sweet Adriana Callegari,45,4,14.355000006034972
8119,Shoes,AG Adriano Goldschmied,Very Used,Men,AG Ottavio Parri,45,4,78.33659812101497
22625,Shoes,eloquii,Used,Women,eloquii Mariano Iannelli-Morlacchi,43,4,15.720155325095597
22900,Shoes,Cloris Murphy,Almost New,Women,Cloris Luca Tarchetti,40,4,14.647115954085082
20243,Shoes,Nine West,New,Women,Nine Bianca Cutuli,38,4,62.73656646565995
10954,Shoes,Motherhood Maternity,Almost New,Women,Motherhood Gianpaolo Favata,43,4,14.024744846616986
20859,Shoes,Port Authority,Very Used,Men,Port Stella Fagotto-Tron,41,4,17.131089574877024
8122,Shoes,AG Adriano Goldschmied,Very Used,Men,AG Edoardo Errani,44,4,46.75614994708449
18397,Shoes,KNOTHE CORP.,New,Men,State Guido Cutuli,40,4,9.635849975375459
8396,Shoes,Dickies,Used,Men,Dickies Simonetta Murialdo,40,4,33.25240438761471
24405,Shoes,Adidas,Almost New,Women,Allegra Alfredo Farina,40,4,5.937119904604852
8837,Shoes,Dickies,Used,Men,LU200 Raffaello Grasso,43,4,18.256492614041072
20447,Shoes,King Formal Wear,Used,Men,Classy Fabrizia Bellucci,44,4,6.746624889241532
24495,Shoes,AnimalShirtsUSA,Used,Women,AnimalShirtsUSA-Gir... Temistocle Gioberti-Vergerio,41,4,12.507435351761487
5805,Shoes,Walls,Almost New,Women,Walls Barbara Bellucci,38,4,13.630463967620642
11049,Shoes,NOM,Almost New,Women,NOM Rosina Carullo,40,4,23.536440789175632
22863,Shoes,Calvin Klein,Used,Women,Calvin Sig. Salvi Taliani,44,4,42.637859294389706
3707,Shoes,TopTie,Used,Women,Floral Dott. Aria Cainero,43,4,14.401140246078969
8643,Shoes,Hudson,Very Used,Women,Hudson Silvia Sorrentino,40,4,93.29759987667204
5543,Shoes,Roxy,New,Women,Roxy Sig.ra Griselda Sagredo,38,4,31.625099986139684
20786,Shoes,Nautica,Very Used,Men,Nautica Aldo Esposito,42,4,53.10091697713549
23039,Shoes,Freegun,Very Used,Men,Freegun Martino Pisacane,43,4,17.12480005323887
25470,Shoes,Michael Stars,Almost New,Women,Michael Nicoletta Castiglione,38,4,20.053124941536225
20251,Shoes,Suit Studio,New,Women,Suit Maria Platini-Cardano,40,4,39.67866195499912
24193,Shoes,Toes on the Nose,Almost New,Men,Toes Mariano Iannucci,43,4,34.31400009035132
11041,Shoes,Rumina Nursingwear,Very Used,Women,NEW Tonia Carosone,38,4,17.582400065660476
24990,Shoes,Ed Hardy,Almost New,Women,Ed Dott. Salvi Castioni,45,4,15.330887857053886
4096,Shoes,Suzi Chin,Very Used,Women,Suzi Giacomo Gelli-Pirandello,45,4,25.664100058469927
21030,Shoes,Vans,New,Men,Vans Beatrice Gabbana,45,4,42.54074990577065
21507,Shoes,Ed Hardy,Very Used,Women,Ed Donato Nicoletti,40,4,19.04759995043278
9561,Shoes,True Religion,Used,Men,True Massimiliano Castelli,38,4,109.81439944244921
2673,Shoes,Wigwam,Very Used,Men,Wigwam Serena Zito-Bresciani,37,4,4.014251938163817
10281,Shoes,Dapper World,Very Used,Women,New Puccio Leonardi,42,4,7.429751737279773
10280,Shoes,Mopas,New,Women,Navy Fernanda Oliboni,45,4,6.5609278949360625
21994,Shoes,Nautica,Used,Men,Nautica Vanessa Tacchini,40,4,26.562379281100707
25149,Shoes,Gildan,Used,Men,Gildan Sebastiano Canil,42,4,7.3672783595241755
21988,Shoes,Port Authority,Very Used,Men,NEW Daniele Mazzacurati-Ruffini,41,4,14.522117795751216
10267,Shoes,Lysse,Almost New,Women,Lysse Licia Cavalcanti,40,4,26.100000087171793
23524,Shoes,Caribbean Sand,Very Used,Women,One Gian Foscari,39,4,13.657860752155411
6678,Shoes,Felina,Very Used,Women,Felina Luigina Praga-Squarcione,37,4,17.388000033795834
4690,Shoes,Diesel,New,Men,Diesel Dott. Mirko Asprucci,40,4,39.90734959573075
19632,Shoes,Betsey Johnson,Very Used,Women,Betsey Marissa Bonanno,38,4,4.847999984398484
25140,Shoes,Gildan,New,Men,Gildan Federigo Porzio-Brenna,39,4,13.072499963454902
4360,Shoes,Adidas,Very Used,Women,Allegra Sophia Gaito,45,4,6.928739654889554
6701,Shoes,Vedette,Almost New,Women,Firm Alina Cilibrasi,37,4,17.30044805098665
7234,Shoes,Lorraine,Used,Women,Lorraine Gustavo Luna,40,4,3.2917499945499005
7230,Shoes,Lipo in a Box,Used,Women,Lipo Dott. Isabella Varano,45,4,19.691099958680567
21500,Shoes,Ed Garments,Very Used,Women,Ed Baldassare Leone,39,4,12.826512653472752
10295,Shoes,SK Hat shop,Used,Women,Overlay Marisa Iannuzzi,45,4,5.699857405069351
7293,Shoes,Maidenform,Very Used,Women,Maidenform Dante Anichini-Dallapé,43,4,5.58599999395665
23831,Shoes,Roxy,Very Used,Women,Roxy Gioffre Trotta,43,4,16.497700081765654
19789,Shoes,Hanes,Very Used,Women,Hanes Filippa Pellico,45,4,2.4502499867230654
7389,Shoes,Sweetheart Slips,Used,Women,New Melania Antelami,43,4,16.356600342994184
6459,Shoes,Under Moments,Used,Women,Classic Niccolò Gentilini,41,4,5.190470907509789
22172,Shoes,Port Authority,New,Women,Port Fausto Battaglia,45,4,21.441263320319546
3145,Shoes,NAU,Used,Women,NAU Vanessa Cicilia,40,4,146.8923052116752
19777,Shoes,HUE,Almost New,Women,HUE Severino Donati,44,4,2.2112999919801952
9470,Shoes,Seven7,New,Women,Seven7 Ferdinando Piacentini,41,4,34.34819989157841
2644,Shoes,Under Armour,Very Used,Men,UnderArmour Galasso Tamburini,45,4,4.859711847282863
19744,Shoes,Gold Toe,Almost New,Women,Gold Daria Bevilacqua,42,4,5.310499973315746
10236,Shoes,LeggingsQueen,Very Used,Women,LeggingsQueen Virginia Chiaramonte,43,4,14.994950496890072
19005,Shoes,Hot Chillys,Very Used,Men,Hot Ricciotti Amaldi,44,4,12.602700031688435
10320,Shoes,FineBrandShop,New,Women,Purple Rodolfo Paolini,44,4,3.2284800593678655
4277,Shoes,Adidas,Used,Women,Allegra Angelo Fieramosca,37,4,10.316459635777921
6558,Shoes,Cosabella,Almost New,Women,Cosabella Dott. Giustino Fiorucci,44,4,30.932999907061458
21471,Shoes,Diesel,Very Used,Men,Diesel Ornella Mengolo,40,4,139.33439974486828
19705,Shoes,Ellen Tracy,Almost New,Women,Ellen Ranieri Onio,39,4,5.903999975323678
10302,Shoes,FineBrandShop,New,Women,Pink Maria Cagnotto,45,4,4.5499298973229525
19032,Shoes,Icebreaker,Almost New,Men,Icebreaker Fabrizio Lucarelli-Fusani,44,4,15.900863048308347
3101,Shoes,Jones New York,Very Used,Women,Jones Vincenza Malenchini,45,4,32.13850033804775
23833,Shoes,Roxy,Almost New,Women,Roxy Laureano Jilani,43,4,13.06440010294318
4771,Shoes,Etnies,Very Used,Men,Etnies Costanzo Pisano,43,4,30.19774539290473
4266,Shoes,Adidas,Used,Women,Allegra Sig. Pasquale Barozzi,39,4,5.723144988555014
7228,Shoes,Choye Toi,Almost New,Women,Lining Loredana Altera,42,4,10.925000021234155
7189,Shoes,Laura,Very Used,Women,Laura Silvio Ferrazzi,41,4,19.183635385539347
7019,Shoes,Ilusion,Used,Women,Illusion Donna Riccardi-Bonomo,45,4,4.188720773891078
25055,Shoes,Fox,New,Men,Fox Leopoldo Armani-Nievo,42,4,11.12759997532703
9876,Shoes,Adidas,Very Used,Women,Allegra Amleto Carriera,39,4,4.73457588170895
9878,Shoes,Adidas,Very Used,Women,Allegra Daria Sorrentino,41,4,6.133228385865145
21691,Shoes,IZOD,Almost New,Men,Izod Vittoria Ligorio,43,4,26.312000002712008
19205,Shoes,PACT,Very Used,Men,Pact Costanzo Morrocco,43,4,5.840000007301569
7002,Shoes,US Fairytailes,New,Women,Hoop Graziano Antonioni-Maccanelli,37,4,22.524244310550117
25035,Shoes,Funfash,Almost New,Women,FUNFASH Bettina Parini,39,4,23.594100909849253
2818,Shoes,prAna,Almost New,Women,prAna Gloria Antonini,38,4,23.234400147199633
6962,Shoes,Hanky Panky,Used,Women,Hanky Panfilo Beccheria,45,4,24.542999949306246
2831,Shoes,Hot from Hollywood,Used,Women,3/4 Patrizia Modugno,42,4,7.826867954455286
21794,Shoes,Leo & Nicole,Very Used,Women,Leo Dott. Michela Pasolini,43,4,31.917600068449975
6893,Shoes,Ilusion,Used,Women,Half Sig.ra Gabriella Squarcione,40,4,4.199874006536439
10027,Shoes,AG Adriano Goldschmied,New,Women,AG Gianpietro Antelami,41,4,98.92350030867384
9942,Shoes,Krazy,Very Used,Women,Krazy Eliana Bernardini,45,4,19.084455723444073
9970,Shoes,eVogues Apparel,Very Used,Women,Plus Tiziana Luna,43,4,15.04298386338205
6940,Shoes,Hanes,Used,Women,Hanes Maria Govoni,39,4,7.239749979972841
4561,Shoes,Carhartt,Almost New,Men,Carhartt Uberto Serraglio,37,4,101.37483115780607
21767,Shoes,Kirkland Signature,New,Men,Kirkland Dott. Claudia Borgia,45,4,9.5051773637107
9827,Shoes,Xtreme Couture,Very Used,Men,Xtreme Damiano Babato,45,4,16.784703784865346
2947,Shoes,Adidas,Almost New,Women,Allegra Costantino Fallaci,38,4,6.635700047481805
6783,Shoes,Fruit of the Loom,Used,Women,Fruit Lidia Finzi,41,4,7.26642018163383
2961,Shoes,Adidas,Used,Women,Allegra Giulia Papafava-Pacetti,37,4,4.0503726035426935
4671,Shoes,DTA SECURED BY ROGUE STATUS,Almost New,Men,DTA Fiorino Montanari,40,4,29.02126542523996
19084,Shoes,Knocker,Almost New,Men,Knocker Cassandra Verri,44,4,10.295939887500776
19583,Shoes,Angelina,Used,Women,Angelina Giustino Bernetti,38,4,3.45485690565075
10209,Shoes,Kenneth Cole,Used,Women,Kenneth Paoletta Zabarella,40,4,30.720689072980953
9666,Shoes,Puma,Very Used,Men,Volcom Livia Contarini,41,4,30.68099986575544
9677,Shoes,Puma,Very Used,Men,Volcom Letizia Grisoni,37,4,37.531670858201544
10200,Shoes,IBIP,Used,Women,IBIP Giulietta Garobbio,44,4,8.484840199440569
23750,Shoes,Reebok,Very Used,Women,Reebok Fernanda Interminei,41,4,41.8000002335757
6730,Shoes,Flexees,Very Used,Women,Flexees Edoardo Querini,37,4,16.707459599659742
19077,Shoes,Kenneth Cole,Very Used,Men,Kenneth Raffaele Monduzzi,42,4,15.660000052303076
24893,Shoes,DC,Almost New,Men,DC Gionata Montalti,43,4,11.145599976181984
19511,Shoes,Wrightsock,Used,Men,WrightSock Silvio Turrini,38,4,7.251562646781097
7095,Shoes,Kiss,New,Women,Lace Vito Iadanza,37,4,8.111690899451094
4644,Shoes,DC,Used,Men,DC Sig.ra Francesca Gozzi,44,4,42.716750083025545
6761,Shoes,Frederick's of Hollywood,Almost New,Women,Frederick's Massimo Cianciolo,43,4,31.91999996546656
21903,Shoes,Orvis,Almost New,Men,Merino/Cashmere Vittorio Zeffirelli-Guarneri,44,4,85.39020001615864
19121,Shoes,Sox Shop,New,Men,Mens Melina Salata,37,4,28.3050000295043
23709,Shoes,Quiksilver,New,Men,Quiksilver Giuliano Visconti-Dallara,39,4,28.782000054046513
2756,Shoes,adidas,Used,Men,adidas Cesare Zampa-Cutrufo,41,4,10.236250041052699
4632,Shoes,DC,Used,Men,DC Liana Nibali,41,4,36.72287956314089
7100,Shoes,Everjune,Very Used,Women,Lace Dott. Amedeo Ruggieri,40,4,18.614205342767576
7883,Shoes,Wacoal,Used,Women,Wacoal Dott. Lorenzo Camicione,38,4,33.86039999183268
9419,Shoes,Rock Revival,Almost New,Men,Rock Achille Saraceno,42,4,79.32799990847705
23878,Shoes,Seafolly,Almost New,Women,Seafolly Isa Villarosa-Argenti,37,4,67.66830002591014
5046,Shoes,Jordan,Used,Men,JORDAN Greca Malacarne-Perozzo,39,4,42.83476329940904
24040,Shoes,Speedo,New,Women,Speedo Tatiana Bettin-Greco,43,4,17.50543215459216
9164,Shoes,Miss Me,Used,Women,Miss Carla Battaglia,41,4,54.34439990688116
7772,Shoes,Underworks,Very Used,Women,Underworks Stefania Cutuli,45,4,11.566268853709238
7768,Shoes,Underworks,New,Women,Underworks Sig.ra Luciana Einaudi,45,4,27.402019311779043
21126,Shoes,Adidas,New,Women,Allegra Dott. Luca Avogadro,39,4,8.239202906551705
23292,Shoes,Profile,Almost New,Men,Maui Fabrizio Trombetta-Spallanzani,43,4,25.679544796925548
22442,Shoes,Nike,Used,Women,Tommy Mariana Proietti,37,4,20.818062761585892
9178,Shoes,Nautica,Almost New,Men,Nautica Gianluigi Tasca,37,4,22.23759997594171
7748,Shoes,Fullness,Used,Women,Thong Antonio Toscani,39,4,17.988249975722283
5029,Shoes,Independent,Used,Men,Independent Cristina Tedesco,42,4,24.83827291826118
6091,Shoes,Arianne,New,Women,Arianne Sig. Marco Lamborghini,41,4,18.96477104634001
3264,Shoes,Trina Turk,Almost New,Women,Trina Flora Marazzi,39,4,54.33750039897859
5018,Shoes,IZOD,Used,Men,IZOD Marcella Fagiani,39,4,29.03607039754495
9205,Shoes,Not Your Daughter's Jeans,Used,Women,Not Barbara Rusticucci-Babato,40,4,59.39779989719391
2488,Shoes,SmartWool,New,Men,Smartwool Atenulf Rastelli,44,4,9.220035312950388
10580,Shoes,Anita,Very Used,Women,Anita Donatella Valentino,38,4,22.921600062400103
22407,Shoes,Nike,Almost New,Men,Tommy Alphons Cipolla,45,4,19.543113872824883
10571,Shoes,Ecoscapes,Used,Women,Angel Tiziano Zichichi-Boaga,42,4,16.059060656293635
18742,Shoes,Champion,Used,Men,Champion Sig. Gaspare Spadafora,41,4,16.7660104640463
20004,Shoes,Sock It To Me,Very Used,Women,Sock Giacobbe Curatoli,45,4,6.846839651963713
5047,Shoes,Jack,Used,Women,Jack Carmelo Majewski,44,4,33.68249998893589
24649,Shoes,Calvin Klein Jeans,Very Used,Men,Calvin Coriolano Guidone,39,4,43.88002487733031
22509,Shoes,Van Heusen,Very Used,Men,Van Gionata Fibonacci,40,4,13.459526690346353
5992,Shoes,Adriana,Almost New,Women,Adriana Maria Ricolfi,45,4,16.52772035872689
9066,Shoes,Lucky Brand,Very Used,Men,Lucky Sig.ra Matilda Segrè,42,4,42.24143865783711
10744,Shoes,Jules & Jim,Almost New,Women,Jules Federigo Filzi,42,4,17.747235345740766
5995,Shoes,Affinitas Intimates,Used,Women,Affinitas Dott. Griselda Bellò,40,4,14.72940000481904
7866,Shoes,Wacoal,New,Women,Wacoal Sig. Gioacchino Manolesso,42,4,9.053999975323677
2422,Shoes,Russell Athletic,Almost New,Men,Russell Guido Favata,39,4,15.300000060349703
6022,Shoes,American Apparel,Almost New,Women,American Sig.ra Gemma Pellegrini,45,4,14.439600019901992
3325,Shoes,Carol Wright Gifts,Used,Women,Embroidered Sig. Puccio Travia,45,4,10.919537290079148
6123,Shoes,Bali,Used,Women,Bali Margherita Catenazzi,43,4,10.84085980167646
22474,Shoes,U.S. Polo Assn.,Almost New,Women,US Giacomo Giacometti,38,4,9.626147897758752
10687,Shoes,Fertile Mind,New,Women,Fertile Claudio Mozart,39,4,8.6537878209861
9096,Shoes,Lucky Brand,Almost New,Women,Lucky Isa Majewski,42,4,36.91979992110282
9102,Shoes,Lucky Brand,Used,Women,Lucky Giulia Cossiga,43,4,50.34149995353073
2445,Shoes,Russell Athletic,New,Men,Russell Isa Leblanc,40,4,13.865250058588572
21101,Shoes,Adidas,Almost New,Men,Allegra Annamaria Burcardo,37,4,8.477568086386443
4047,Shoes,Kiyonna,Very Used,Women,Scalloped Nina Toselli,41,4,67.24479987390805
7793,Shoes,VIVILLI,New,Women,VIVILLI Ornella Scandone,40,4,10.414799982961268
4050,Shoes,PinkClubwear,Very Used,Women,Sexy Dott. Arsenio Depero,44,4,12.565935324487613
9147,Shoes,LabelShopper,Very Used,Men,Mens Tatiana Trillini,45,4,9.837078872652263
10694,Shoes,Nursing Mamas,Used,Women,Flared Fiamma Trobbiani-Guinizzelli,43,4,22.651200051605702
3170,Shoes,Fashion Love,Used,Women,Plus Sole Balotelli,41,4,11.002606159549556
10567,Shoes,Ames,Used,Women,Ames Sig.ra Germana Catenazzi,41,4,9.176327911932887
25300,Shoes,Icebreaker,Very Used,Men,Icebreaker Ciro Capecchi,38,4,60.895824429004236
6336,Shoes,Bslingerie,Almost New,Women,Bslingerie Maura Gasperi,42,4,9.517238878110927
18929,Shoes,Gore,New,Men,Gore Clelia Zola-Niggli,38,4,37.29067093174501
4246,Shoes,Aeropostale,Almost New,Women,Aeropostale Amleto Leonetti,42,4,25.12485002456233
6344,Shoes,Bslingerie,New,Women,Bslingerie Adelmo Nolcini,44,4,10.362815870892272
19849,Shoes,Jessica Simpson,Very Used,Women,Jessica Coluccio Tomei,42,4,9.791249942500146
23421,Shoes,Nautica,New,Men,Nautica Arsenio Cipolla,38,4,15.449080429537007
23888,Shoes,Seafolly,Very Used,Women,Seafolly Sig. Pellegrino Farnese,39,4,55.55400017648935
6381,Shoes,Calvin Klein,Very Used,Women,Calvin Ninetta Zamorani,40,4,6.491999991238117
23423,Shoes,Nautica,Almost New,Men,Nautica Dott. Gianfranco Angeli,41,4,12.645000061020255
6385,Shoes,Calvin Klein,Very Used,Women,Calvin Pasqual Olivetti,41,4,6.539999987930059
21393,Shoes,ANS,Very Used,Men,Commando Rolando Iadanza,39,4,17.607599949091675
19824,Shoes,HUE,Used,Women,Hue Greco Camiscione,39,4,2.272399981413037
25218,Shoes,Harriton,Very Used,Men,Harriton Susanna Bacosi,39,4,21.24135977974793
6402,Shoes,Calvin Klein,Very Used,Women,Calvin Sig.ra Graziella Tomei,39,4,27.772500053979467
18959,Shoes,HUGO BOSS,Almost New,Men,HUGO Gabriella Rizzo-Mercati,45,4,8.03600001335144
10376,Shoes,Soho Girls,Almost New,Women,Soho Zaira Finzi,40,4,4.082858867622525
10372,Shoes,Soho Girls,Used,Women,Soho Gaetano Antonacci-Vattimo,40,4,11.45426988463804
24752,Shoes,Carhartt,New,Women,Carhartt Sig. Sebastiano Casini,37,4,18.929662913601206
22203,Shoes,Quiksilver,New,Men,Quiksilver Federigo Leblanc,37,4,18.132678714282193
19870,Shoes,K. Bell,Almost New,Women,K. Milo Toscanini,44,4,5.035799964889884
22266,Shoes,Rodd & Gunn,Used,Men,Rodd Adriana Longhena-Trebbi,37,4,97.20374984666708
4238,Shoes,Aeropostale,New,Women,Aeropostale Sig.ra Germana Fagotto,38,4,12.345059920539672
19883,Shoes,LOCOMO Leggings,Almost New,Women,LOCOMO Alberto Druso,43,4,3.3266699164136493
24691,Shoes,Carhartt,Almost New,Men,Carhartt Ramona Niggli,43,4,15.119999957084657
6137,Shoes,Bali,Used,Women,Bali Carla Gabbana,42,4,18.046800000965597
23982,Shoes,Speedo,New,Men,Speedo Dott. Susanna Zarlino,39,4,28.184200001508
18822,Shoes,Drymax Socks,New,Men,Drymax Eugenia Saffi,42,4,16.05476289363876
18856,Shoes,FootJoy,New,Men,FootJoy Mauro Cappelli-Baggio,42,4,5.6904049059019925
2526,Shoes,Activewear Apparel,New,Women,Softball Silvia Fieramosca,43,4,9.331640933612377
4143,Shoes,WESC,Almost New,Women,WeSC Silvio Manacorda,40,4,47.975
4976,Shoes,Hurley,Used,Women,Hurley Dott. Flora Contarini,38,4,19.536750017199665
22354,Shoes,Sutton Studio,New,Women,Sutton Germana Mimun-Ceravolo,40,4,64.65206731305214
19935,Shoes,Excell,Very Used,Women,Nude Nedda Donatoni-Giammusso,37,4,3.385362892390684
25275,Shoes,Hurley,Almost New,Women,Hurley Caterina Crespi,40,4,15.935062835287303
6222,Shoes,Bella,Used,Women,Bella Arnaldo Guidone,40,4,4.772249990142884
23355,Shoes,Gary Majdell Sport,New,Men,Mens Adriano Pareto,39,4,12.238415657105126
